truck_id,week,total_miles,total_hours,avg_speed_mph,idle_hours,fuel_gallons
T-0027,2026-W17,2326.8,38.4,60.6,13.6,403.6
T-0009,2026-W17,1597.4,41.5,38.5,12.0,510.9
T-0008,2026-W17,776.2,36.0,21.6,11.1,85.3
T-0037,2026-W17,3236.5,62.5,51.8,7.9,411.8
T-0049,2026-W17,1542.8,30.2,51.1,6.0,148.3
T-0011,2026-W17,2721.7,58.4,46.6,12.0,188.4
T-0002,2026-W17,3248.2,31.6,102.8,5.6,319.5
T-0031,2026-W17,2947.4,54.0,54.6,13.9,188.0
T-0020,2026-W17,3081.1,55.7,55.3,10.9,128.2
T-0028,2026-W17,3069.4,31.6,97.1,12.3,56.1
T-0023,2026-W17,2804.4,66.6,42.1,7.7,376.9
T-0048,2026-W17,3431.6,67.5,50.8,4.7,139.4
T-0033,2026-W17,2154.2,37.6,57.3,13.5,372.3
T-0026,2026-W17,2769.4,42.6,65.0,13.6,451.7
T-0037,2026-W17,1743.0,66.3,26.3,3.0,561.9
T-0014,2026-W17,2267.3,68.5,33.1,2.5,268.8
T-0026,2026-W17,296.8,52.6,5.6,1.1,155.4
T-0042,2026-W17,2536.4,58.8,43.1,12.5,174.5
T-0007,2026-W17,1119.7,38.9,28.8,5.4,339.3
T-0029,2026-W17,331.6,29.2,11.4,9.9,466.4
T-0041,2026-W17,1994.5,66.1,30.2,5.4,252.4
T-0047,2026-W17,2366.3,60.5,39.1,7.0,223.7
T-0035,2026-W17,793.7,67.7,11.7,1.5,563.9
T-0043,2026-W17,2012.7,57.0,35.3,6.8,420.8
T-0046,2026-W17,1597.6,47.8,33.4,2.7,253.7
T-0039,2026-W17,846.8,56.9,14.9,5.9,115.3
T-0019,2026-W17,1800.8,23.6,76.3,9.9,537.0
T-0032,2026-W17,2494.5,26.2,95.2,4.2,172.1
T-0006,2026-W17,397.5,27.2,14.6,13.9,468.9
T-0013,2026-W17,2696.2,20.2,133.5,8.9,341.6
T-0008,2026-W17,1455.9,55.5,26.2,1.0,174.4
T-0044,2026-W17,2791.0,33.5,83.3,14.8,210.3
T-0009,2026-W17,1342.6,23.4,57.4,4.1,163.6
T-0002,2026-W17,783.1,42.6,18.4,12.2,499.9
T-0001,2026-W17,752.4,22.1,34.0,0.6,189.3
T-0013,2026-W17,2205.2,35.6,61.9,4.6,573.1
T-0029,2026-W17,1623.8,38.8,41.9,7.5,234.3
T-0032,2026-W17,2433.6,53.0,45.9,10.2,238.6
T-0007,2026-W17,1354.5,28.7,47.2,8.3,131.0
T-0011,2026-W17,1932.6,70.0,27.6,14.8,239.7
T-0043,2026-W17,1900.9,23.1,82.3,3.8,287.5
T-0001,2026-W17,1629.2,32.8,49.7,12.8,412.8
T-0021,2026-W17,3171.8,65.7,48.3,7.7,435.0
T-0029,2026-W17,1412.6,61.0,23.2,11.1,171.1
T-0030,2026-W17,1140.2,55.8,20.4,5.1,559.9
T-0011,2026-W17,3101.3,56.8,54.6,2.3,565.0
T-0036,2026-W17,2126.1,59.8,35.6,8.9,360.6
T-0006,2026-W17,825.6,47.1,17.5,0.5,507.7
T-0009,2026-W17,928.3,62.5,14.9,5.1,292.3
T-0040,2026-W17,2604.5,30.4,85.7,5.8,597.2
T-0006,2026-W17,2866.6,58.8,48.8,1.7,203.7
T-0049,2026-W17,1698.0,57.6,29.5,12.4,348.6
T-0021,2026-W17,910.8,46.0,19.8,3.7,113.1
T-0031,2026-W17,1445.8,65.6,22.0,2.8,395.1
T-0046,2026-W17,2610.5,38.2,68.3,13.2,407.9
T-0014,2026-W17,2034.3,29.1,69.9,8.2,223.7
T-0006,2026-W17,1578.5,49.8,31.7,6.4,381.3
T-0048,2026-W17,3494.3,34.9,100.1,8.3,491.8
T-0032,2026-W17,984.4,59.3,16.6,9.9,266.0
T-0017,2026-W17,3266.7,34.5,94.7,2.9,125.7
T-0004,2026-W17,1482.6,28.9,51.3,4.9,588.2
T-0007,2026-W17,398.2,34.5,11.5,1.6,277.0
T-0041,2026-W17,924.7,40.3,22.9,6.6,203.8
T-0002,2026-W17,1996.0,30.1,66.3,6.3,572.8
T-0033,2026-W17,2258.6,63.2,35.7,13.6,550.3
T-0037,2026-W17,275.5,24.3,11.3,10.0,520.9
T-0048,2026-W17,2398.4,64.7,37.1,5.8,164.7
T-0035,2026-W17,568.0,58.7,9.7,13.9,227.4
T-0003,2026-W17,1528.8,51.9,29.5,14.9,540.9
T-0027,2026-W17,2071.7,28.6,72.4,8.7,491.4
T-0041,2026-W17,2033.6,47.1,43.2,1.3,372.5
T-0012,2026-W17,1786.0,52.1,34.3,12.5,163.4
T-0018,2026-W17,1277.2,60.7,21.0,5.6,241.2
T-0034,2026-W17,3042.1,33.9,89.7,13.7,381.5
T-0046,2026-W17,3153.8,33.3,94.7,15.0,386.3
T-0038,2026-W17,1569.7,46.4,33.8,8.6,327.2
T-0048,2026-W17,1840.9,57.3,32.1,12.9,54.9
T-0034,2026-W17,819.5,62.4,13.1,11.0,525.3
T-0026,2026-W17,2196.3,63.2,34.8,11.1,509.8
T-0009,2026-W17,842.5,29.5,28.6,11.8,499.8
T-0010,2026-W17,2263.2,20.9,108.3,3.7,114.2
T-0030,2026-W17,1980.1,53.4,37.1,13.4,542.1
T-0045,2026-W17,700.5,31.6,22.2,3.7,525.0
T-0049,2026-W17,747.8,46.5,16.1,2.5,470.7
T-0001,2026-W17,1319.0,53.3,24.7,9.4,196.4
T-0043,2026-W17,204.9,36.4,5.6,14.4,201.8
T-0009,2026-W17,1567.6,60.8,25.8,10.6,176.4
T-0014,2026-W17,3450.6,22.1,156.1,7.2,384.5
T-0033,2026-W17,969.9,63.5,15.3,13.7,304.5
T-0002,2026-W17,1520.4,32.4,46.9,10.2,146.4
T-0017,2026-W17,1652.0,29.4,56.2,9.1,58.4
T-0023,2026-W17,2834.0,24.8,114.3,2.9,297.6
T-0044,2026-W17,1341.3,60.3,22.2,9.8,381.8
T-0001,2026-W17,2405.3,32.2,74.7,4.8,130.7
T-0002,2026-W17,981.0,30.6,32.1,14.5,271.7
T-0005,2026-W17,1280.6,26.7,48.0,5.3,437.2
T-0022,2026-W17,2678.2,22.0,121.7,11.6,421.4
T-0032,2026-W17,3157.4,51.6,61.2,8.7,575.6
T-0043,2026-W17,1786.7,21.7,82.3,1.2,402.5
T-0038,2026-W17,3369.1,45.1,74.7,14.5,427.0
T-0028,2026-W17,3189.2,25.2,126.6,0.6,250.0
T-0005,2026-W17,457.4,65.5,7.0,10.2,597.6
T-0004,2026-W17,2498.2,31.4,79.6,2.7,465.9
T-0039,2026-W17,510.9,41.6,12.3,14.3,115.6
T-0015,2026-W17,2610.1,55.1,47.4,15.0,349.6
T-0017,2026-W17,3096.2,70.0,44.2,8.0,379.9
T-0019,2026-W17,3339.4,24.2,138.0,5.9,225.7
T-0047,2026-W17,2802.6,69.8,40.2,3.7,576.0
T-0041,2026-W17,455.5,60.7,7.5,10.3,224.0
T-0040,2026-W17,611.9,22.0,27.8,10.2,394.3
T-0013,2026-W17,1220.8,60.3,20.2,1.2,416.5
T-0022,2026-W17,2935.9,56.6,51.9,14.7,577.2
T-0042,2026-W17,2001.6,61.2,32.7,4.0,168.0
T-0023,2026-W17,1288.1,42.3,30.5,5.3,199.1
T-0014,2026-W17,3065.2,51.1,60.0,2.3,447.4
T-0037,2026-W17,821.7,27.0,30.4,11.1,361.1
T-0013,2026-W17,1040.9,56.4,18.5,7.6,575.3
T-0031,2026-W17,2148.7,53.9,39.9,4.0,575.2
T-0040,2026-W17,1140.4,58.1,19.6,5.7,522.4
T-0004,2026-W17,2790.0,64.4,43.3,12.8,106.8
T-0036,2026-W17,957.9,29.6,32.4,13.1,133.5
T-0048,2026-W17,3201.4,53.9,59.4,15.0,459.5
T-0007,2026-W17,2700.0,31.6,85.4,11.9,307.2
T-0010,2026-W17,771.8,52.5,14.7,11.0,318.0
T-0034,2026-W17,695.9,54.8,12.7,14.3,213.0
T-0003,2026-W17,3291.9,37.5,87.8,9.0,488.5
T-0029,2026-W17,697.0,20.1,34.7,13.1,264.7
T-0033,2026-W17,2282.5,43.9,52.0,1.7,510.3
T-0010,2026-W17,3270.2,48.3,67.7,11.0,235.7
T-0009,2026-W17,2087.0,39.4,53.0,7.4,380.1
T-0050,2026-W17,1078.7,21.0,51.4,3.7,286.8
T-0006,2026-W17,656.4,68.1,9.6,4.0,344.1
T-0003,2026-W17,295.9,21.3,13.9,5.3,211.8
T-0027,2026-W17,1189.4,67.8,17.5,1.7,407.0
T-0005,2026-W17,2398.2,67.2,35.7,7.0,555.5
T-0014,2026-W17,928.4,55.3,16.8,0.9,134.1
T-0036,2026-W17,423.1,25.9,16.3,0.5,447.9
T-0025,2026-W17,2738.0,50.2,54.5,4.5,162.1
T-0018,2026-W17,1433.9,26.6,53.9,5.2,422.8
T-0044,2026-W17,1549.6,68.7,22.6,10.5,508.8
T-0040,2026-W17,2149.6,53.5,40.2,10.9,317.6
T-0041,2026-W17,3085.4,30.0,102.8,2.9,324.5
T-0034,2026-W17,3316.9,55.3,60.0,12.4,429.1
T-0008,2026-W17,1691.3,34.6,48.9,13.0,390.2
T-0032,2026-W17,1031.3,48.1,21.4,14.8,430.7
T-0019,2026-W17,2650.0,27.8,95.3,8.9,376.0
T-0001,2026-W17,1677.8,51.9,32.3,12.9,488.5
T-0007,2026-W17,2741.5,65.6,41.8,7.8,52.0
T-0024,2026-W17,678.9,21.4,31.7,14.7,546.2
T-0022,2026-W17,1888.9,52.9,35.7,7.7,524.1
T-0028,2026-W17,981.8,34.4,28.5,4.3,503.6
T-0034,2026-W17,2450.6,46.4,52.8,7.8,572.0
T-0010,2026-W17,1589.1,32.3,49.2,4.5,204.6
T-0003,2026-W17,3140.2,61.8,50.8,5.9,183.7
T-0003,2026-W17,2057.1,43.5,47.3,7.9,207.2
T-0016,2026-W17,1962.0,27.2,72.1,4.9,543.5
T-0044,2026-W17,639.8,29.9,21.4,4.2,588.8
T-0048,2026-W17,2724.5,60.6,45.0,8.0,416.3
T-0003,2026-W17,964.1,46.4,20.8,3.7,141.0
T-0029,2026-W17,1700.5,23.9,71.2,1.1,306.3
T-0006,2026-W17,3192.0,42.9,74.4,8.6,309.4
T-0025,2026-W17,1130.5,42.7,26.5,7.4,511.9
T-0038,2026-W17,2956.6,66.1,44.7,1.7,73.0
T-0018,2026-W17,2664.9,25.1,106.2,2.0,116.4
T-0033,2026-W17,3255.5,24.5,132.9,6.2,587.0
T-0033,2026-W17,2660.4,40.5,65.7,1.7,152.8
T-0011,2026-W17,2150.1,41.2,52.2,1.3,581.3
T-0017,2026-W17,1161.9,65.3,17.8,6.1,290.1
T-0038,2026-W17,1935.3,25.5,75.9,7.3,77.6
T-0021,2026-W17,443.9,21.9,20.3,14.1,439.7
T-0011,2026-W17,2280.5,56.7,40.2,4.8,361.9
T-0036,2026-W17,904.6,50.6,17.9,6.3,66.2
T-0015,2026-W17,339.8,41.2,8.2,6.1,212.7
T-0037,2026-W17,2807.4,40.9,68.6,3.3,331.9
T-0038,2026-W17,569.5,36.3,15.7,7.7,339.3
T-0020,2026-W17,2508.5,51.2,49.0,11.0,458.0
T-0020,2026-W17,358.6,45.9,7.8,10.5,107.0
T-0009,2026-W17,347.4,32.1,10.8,4.5,478.8
T-0007,2026-W17,3078.4,33.4,92.2,14.1,98.6
T-0009,2026-W17,787.6,62.3,12.6,7.0,521.6
T-0043,2026-W17,3413.8,26.5,128.8,4.7,80.3
T-0020,2026-W17,3305.1,44.4,74.4,3.8,275.2
T-0017,2026-W17,3147.6,41.8,75.3,13.2,307.3
T-0014,2026-W17,3159.1,68.1,46.4,8.1,510.2
T-0027,2026-W17,2321.4,52.4,44.3,1.1,449.9
T-0032,2026-W17,2782.8,38.6,72.1,13.6,375.2
T-0003,2026-W17,2143.7,27.5,78.0,12.1,97.6
T-0028,2026-W17,1823.7,37.0,49.3,1.2,65.3
T-0031,2026-W17,2722.6,47.3,57.6,4.5,359.1
T-0024,2026-W17,1275.4,67.9,18.8,4.9,471.2
T-0020,2026-W17,559.3,69.3,8.1,3.0,529.0
T-0034,2026-W17,2114.5,42.5,49.8,8.3,597.9
T-0023,2026-W17,428.5,36.9,11.6,13.2,402.6
T-0027,2026-W17,873.3,33.0,26.5,12.1,191.9
T-0017,2026-W17,2028.8,35.5,57.1,10.1,311.4
T-0002,2026-W17,2770.4,27.8,99.7,12.3,241.2
T-0003,2026-W17,994.5,42.9,23.2,3.2,483.0
T-0040,2026-W17,2124.6,43.1,49.3,5.7,457.0
T-0018,2026-W17,3274.2,33.4,98.0,11.3,598.7
T-0006,2026-W17,2871.6,34.1,84.2,6.5,285.4
T-0029,2026-W17,208.1,22.9,9.1,7.4,183.2
T-0035,2026-W17,1561.5,68.0,23.0,9.1,281.8
T-0013,2026-W17,2488.8,68.2,36.5,10.5,388.7
T-0034,2026-W17,331.1,56.6,5.8,1.5,141.6
T-0023,2026-W17,2662.4,55.8,47.7,5.8,160.7
T-0028,2026-W17,806.9,64.1,12.6,10.1,83.2
T-0026,2026-W17,1045.7,34.1,30.7,1.2,307.4
T-0012,2026-W17,1961.4,33.0,59.4,8.7,391.5
T-0002,2026-W17,2513.1,40.6,61.9,9.6,593.4
T-0020,2026-W17,1794.2,30.9,58.1,5.7,234.3
T-0044,2026-W17,661.1,38.4,17.2,3.8,350.8
T-0013,2026-W17,2598.7,22.3,116.5,14.8,376.8
T-0044,2026-W17,1669.7,23.7,70.5,8.2,205.4
T-0031,2026-W17,1637.0,64.1,25.5,5.5,309.1
T-0034,2026-W17,613.0,41.6,14.7,9.2,595.8
T-0007,2026-W17,2959.9,47.2,62.7,7.3,346.7
T-0045,2026-W17,2600.6,56.0,46.4,8.2,95.7
T-0036,2026-W17,1433.1,25.1,57.1,0.9,209.0
T-0032,2026-W17,643.6,36.0,17.9,10.6,518.8
T-0049,2026-W17,2602.7,52.7,49.4,13.0,530.5
T-0019,2026-W17,1953.9,59.0,33.1,13.0,126.3
T-0046,2026-W17,1428.0,31.9,44.8,6.0,260.4
T-0038,2026-W17,1265.1,39.7,31.9,10.1,244.8
T-0021,2026-W17,2825.1,39.0,72.4,8.3,457.9
T-0048,2026-W17,2310.2,66.1,35.0,2.0,294.1
T-0013,2026-W17,2935.3,65.8,44.6,10.6,190.4
T-0024,2026-W17,1717.4,38.7,44.4,9.8,385.2
T-0024,2026-W17,1264.0,44.4,28.5,6.2,582.8
T-0049,2026-W17,2605.2,36.0,72.4,14.8,455.2
T-0038,2026-W17,1136.7,24.1,47.2,14.4,159.4
T-0045,2026-W17,419.9,37.8,11.1,7.4,255.3
T-0039,2026-W17,2655.1,41.5,64.0,0.8,303.9
T-0039,2026-W17,2830.0,55.4,51.1,8.0,273.2
T-0008,2026-W17,1455.7,40.5,35.9,1.6,299.6
T-0001,2026-W17,211.2,50.8,4.2,7.7,314.9
T-0013,2026-W17,492.4,30.5,16.1,11.4,378.2
T-0049,2026-W17,1204.1,61.9,19.5,10.0,530.5
T-0040,2026-W17,1698.8,32.0,53.1,8.3,565.7
T-0035,2026-W17,830.0,50.2,16.5,13.6,284.0
T-0020,2026-W17,383.6,66.0,5.8,6.3,186.6
T-0034,2026-W17,3336.6,53.1,62.8,4.7,182.2
T-0024,2026-W17,768.7,48.9,15.7,14.3,305.4
T-0037,2026-W17,349.7,35.3,9.9,14.9,315.3
T-0043,2026-W17,1442.4,39.5,36.5,11.1,291.0
T-0002,2026-W17,871.9,43.0,20.3,11.7,377.6
T-0047,2026-W17,3181.5,23.4,136.0,4.5,129.4
T-0036,2026-W17,510.6,37.4,13.7,1.0,563.9
T-0023,2026-W17,1426.6,21.6,66.0,3.4,584.4
T-0025,2026-W17,1727.8,24.3,71.1,9.4,518.2
T-0003,2026-W17,1963.6,20.4,96.3,8.8,329.2
T-0018,2026-W17,1406.1,28.6,49.2,1.7,435.5
T-0014,2026-W17,905.1,38.1,23.8,4.1,325.1
T-0028,2026-W17,2744.7,21.9,125.3,3.7,426.7
T-0007,2026-W17,2157.6,44.9,48.1,8.4,419.0
T-0007,2026-W17,635.6,39.0,16.3,5.6,76.8
T-0030,2026-W17,2724.8,59.8,45.6,8.7,494.3
T-0004,2026-W17,434.0,25.7,16.9,10.5,359.7
T-0009,2026-W17,1112.8,46.1,24.1,4.5,316.1
T-0023,2026-W17,3409.7,45.2,75.4,5.8,331.8
T-0008,2026-W17,1380.4,65.0,21.2,13.5,380.6
T-0029,2026-W17,3096.0,65.9,47.0,1.3,594.0
T-0026,2026-W17,3382.4,39.4,85.8,12.3,504.8
T-0036,2026-W17,2792.0,25.7,108.6,4.8,296.0
T-0024,2026-W17,732.4,43.0,17.0,7.9,386.4
T-0029,2026-W17,2965.4,59.5,49.8,5.7,303.7
T-0017,2026-W17,2842.2,51.8,54.9,1.5,403.7
T-0019,2026-W17,2285.5,59.3,38.5,2.0,376.3
T-0049,2026-W17,2886.6,25.9,111.5,11.0,328.2
T-0048,2026-W17,348.2,64.5,5.4,7.0,449.0
T-0008,2026-W17,2346.1,21.9,107.1,8.3,61.2
T-0035,2026-W17,1529.9,58.3,26.2,7.2,288.3
T-0046,2026-W17,2662.9,34.4,77.4,13.3,187.5
T-0020,2026-W17,2043.1,69.6,29.4,5.5,432.8
T-0040,2026-W17,890.2,39.3,22.7,11.4,395.7
T-0008,2026-W17,1864.0,31.7,58.8,10.0,89.0
T-0049,2026-W17,2791.5,59.9,46.6,4.1,554.5
T-0005,2026-W17,3341.0,45.3,73.8,14.9,581.7
T-0018,2026-W17,2781.2,39.0,71.3,14.8,63.8
T-0006,2026-W17,943.9,53.0,17.8,11.9,57.4
T-0012,2026-W17,2680.8,22.3,120.2,12.1,458.2
T-0046,2026-W17,1607.2,35.8,44.9,1.4,432.3
T-0036,2026-W17,1162.0,54.7,21.2,7.2,394.0
T-0044,2026-W17,2116.3,37.4,56.6,11.9,241.5
T-0015,2026-W17,1893.2,34.9,54.2,9.6,320.9
T-0013,2026-W17,2874.1,24.2,118.8,8.6,562.1
T-0036,2026-W17,1027.5,21.9,46.9,2.1,152.6
T-0022,2026-W17,430.7,27.3,15.8,9.7,67.6
T-0044,2026-W17,2504.0,61.9,40.5,9.9,518.2
T-0014,2026-W17,1138.9,51.2,22.2,9.1,104.2
T-0040,2026-W17,2439.1,26.7,91.4,4.2,541.9
T-0015,2026-W17,1473.1,23.1,63.8,6.8,321.6
T-0027,2026-W17,1678.7,48.5,34.6,3.3,52.3
T-0008,2026-W17,2146.4,60.9,35.2,2.2,357.7
T-0014,2026-W17,951.9,28.9,32.9,11.4,437.7
T-0008,2026-W17,535.9,33.8,15.9,8.1,125.9
T-0032,2026-W17,2218.1,63.9,34.7,7.1,408.6
T-0029,2026-W17,1204.9,29.1,41.4,12.2,343.0
T-0010,2026-W17,2523.6,41.8,60.4,5.6,302.7
T-0011,2026-W17,224.8,29.4,7.6,2.0,497.5
T-0036,2026-W17,2245.4,25.1,89.5,2.1,336.2
T-0048,2026-W17,424.5,42.8,9.9,5.0,357.4
T-0043,2026-W17,663.4,28.3,23.4,7.2,511.9
T-0003,2026-W17,527.2,41.5,12.7,10.1,284.7
T-0026,2026-W17,1771.4,51.6,34.3,1.0,145.6
T-0038,2026-W17,722.3,28.8,25.1,2.7,173.0
T-0015,2026-W17,1031.6,23.0,44.9,5.9,565.6
T-0039,2026-W17,1937.2,40.2,48.2,11.1,439.1
T-0009,2026-W17,1864.5,45.4,41.1,2.7,415.1
T-0040,2026-W17,3406.6,56.2,60.6,6.0,460.3
T-0011,2026-W17,1951.5,34.6,56.4,10.9,197.2
T-0047,2026-W17,1256.5,32.2,39.0,6.7,397.0
T-0021,2026-W17,1471.3,59.0,24.9,9.4,596.9
T-0004,2026-W17,976.2,69.7,14.0,5.5,286.6
T-0025,2026-W17,2392.5,32.4,73.8,7.2,343.9
T-0031,2026-W17,2263.8,55.4,40.9,7.8,198.8
T-0006,2026-W17,1221.7,36.5,33.5,9.9,346.9
T-0025,2026-W17,2027.7,37.0,54.8,14.9,395.7
T-0010,2026-W17,1417.3,36.0,39.4,9.6,95.8
T-0033,2026-W17,2870.9,48.2,59.6,10.8,342.5
T-0005,2026-W17,1730.3,28.9,59.9,12.0,153.3
T-0049,2026-W17,3247.0,50.8,63.9,8.3,180.3
T-0048,2026-W17,3102.0,33.4,92.9,1.9,145.3
T-0001,2026-W17,1552.6,22.3,69.6,7.0,518.3
T-0027,2026-W17,2132.3,68.5,31.1,7.1,564.5
T-0020,2026-W17,2681.3,30.8,87.1,12.1,309.8
T-0029,2026-W17,3078.2,39.7,77.5,11.5,404.3
T-0029,2026-W17,2345.2,27.1,86.5,8.6,158.0
T-0048,2026-W17,406.1,21.6,18.8,1.9,153.7
T-0035,2026-W17,2272.3,26.0,87.4,6.7,562.2
T-0031,2026-W17,2444.8,25.0,97.8,14.4,318.2
T-0013,2026-W17,2699.1,30.6,88.2,6.5,353.1
T-0035,2026-W17,1494.4,53.5,27.9,10.9,82.6
T-0035,2026-W17,2104.5,51.7,40.7,2.6,156.3
T-0013,2026-W17,2507.9,39.2,64.0,2.5,304.0
T-0005,2026-W17,2852.3,33.5,85.1,3.8,264.5
T-0045,2026-W17,1085.4,29.9,36.3,11.5,503.0
T-0030,2026-W17,642.9,57.0,11.3,3.1,592.3
T-0003,2026-W17,840.3,65.8,12.8,1.1,342.3
T-0043,2026-W17,615.0,31.2,19.7,10.0,178.7
T-0026,2026-W17,2746.7,26.9,102.1,2.1,114.4
T-0016,2026-W17,2966.2,67.3,44.1,10.5,236.1
T-0002,2026-W17,1814.9,47.9,37.9,8.1,65.6
T-0029,2026-W17,1691.3,67.2,25.2,10.5,283.2
T-0021,2026-W17,1135.6,33.5,33.9,0.8,334.4
T-0048,2026-W17,1826.0,46.0,39.7,11.7,243.9
T-0048,2026-W17,3136.1,26.4,118.8,2.8,169.8
T-0028,2026-W17,2171.4,34.7,62.6,8.1,102.4
T-0011,2026-W17,817.2,25.6,31.9,12.6,220.9
T-0045,2026-W17,2674.2,38.0,70.4,1.9,192.2
T-0017,2026-W17,1615.2,58.7,27.5,3.8,274.8
T-0028,2026-W17,2268.8,69.0,32.9,0.9,150.0
T-0032,2026-W17,1919.1,36.9,52.0,5.3,176.5
T-0050,2026-W17,2128.4,48.8,43.6,9.6,68.7
T-0043,2026-W17,1853.6,35.5,52.2,12.5,86.9
T-0025,2026-W17,2164.6,43.4,49.9,2.9,570.0
T-0035,2026-W17,1892.8,31.6,59.9,4.2,240.6
T-0026,2026-W17,2436.8,23.7,102.8,11.4,263.0
T-0005,2026-W17,2210.8,48.2,45.9,13.6,192.6
T-0046,2026-W17,584.5,48.3,12.1,5.8,524.0
T-0029,2026-W17,404.6,48.0,8.4,9.9,85.6
T-0006,2026-W17,369.7,50.2,7.4,2.5,325.2
T-0037,2026-W17,2405.3,39.4,61.0,10.5,377.1
T-0046,2026-W17,2630.5,52.8,49.8,12.6,268.8
T-0006,2026-W17,2876.8,60.2,47.8,1.1,219.9
T-0009,2026-W17,3405.9,23.5,144.9,4.2,260.2
T-0035,2026-W17,2653.9,31.3,84.8,8.5,404.4
T-0005,2026-W17,2497.1,55.7,44.8,11.7,315.7
T-0006,2026-W17,999.0,30.0,33.3,11.2,281.5
T-0017,2026-W17,1372.6,45.5,30.2,10.4,593.0
T-0037,2026-W17,1614.0,34.5,46.8,14.8,168.2
T-0022,2026-W17,2431.7,27.3,89.1,10.3,590.3
T-0049,2026-W17,2192.0,49.7,44.1,9.6,199.6
T-0025,2026-W17,1225.0,41.6,29.4,6.4,459.9
T-0027,2026-W17,1523.8,32.6,46.7,1.7,153.5
T-0022,2026-W17,3086.1,27.5,112.2,10.5,101.0
T-0001,2026-W17,2691.3,55.3,48.7,5.8,538.2
T-0038,2026-W17,2108.3,21.9,96.3,14.4,162.4
T-0037,2026-W17,665.3,37.4,17.8,8.5,144.0
T-0047,2026-W17,2912.4,29.7,98.1,8.5,449.8
T-0011,2026-W17,1515.3,42.0,36.1,4.2,212.1
T-0009,2026-W17,2536.8,41.9,60.5,5.7,537.8
T-0026,2026-W17,412.4,42.0,9.8,15.0,339.9
T-0047,2026-W17,1508.6,35.9,42.0,8.3,415.9
T-0007,2026-W17,580.8,58.7,9.9,7.7,187.8
T-0009,2026-W17,1899.7,24.3,78.2,13.4,181.6
T-0029,2026-W17,2666.3,42.0,63.5,0.7,404.8
T-0032,2026-W17,2502.2,33.4,74.9,4.3,228.0
T-0037,2026-W17,646.2,47.3,13.7,12.9,484.4
T-0027,2026-W17,729.1,47.3,15.4,8.6,176.5
T-0005,2026-W17,466.1,62.2,7.5,1.8,490.2
T-0046,2026-W17,1914.0,35.2,54.4,6.5,115.2
T-0012,2026-W17,3451.7,25.2,137.0,6.3,136.6
T-0050,2026-W17,1706.6,23.6,72.3,6.6,302.5
T-0013,2026-W17,2973.3,35.6,83.5,5.4,422.8
T-0011,2026-W17,3224.2,69.7,46.3,9.7,394.5
T-0047,2026-W17,1400.4,60.7,23.1,3.0,467.5
T-0001,2026-W17,2101.4,36.6,57.4,11.6,226.1
T-0038,2026-W17,3442.6,60.7,56.7,12.6,468.2
T-0008,2026-W17,489.3,27.8,17.6,12.9,295.0
T-0022,2026-W17,2059.2,61.3,33.6,3.1,386.9
T-0044,2026-W17,925.4,29.6,31.3,4.2,173.1
T-0044,2026-W17,1133.8,38.9,29.1,5.7,495.4
T-0012,2026-W17,319.7,56.4,5.7,10.6,274.6
T-0044,2026-W17,3002.0,27.5,109.2,11.3,322.0
T-0050,2026-W17,739.4,52.6,14.1,12.3,387.2
T-0032,2026-W17,538.4,41.4,13.0,6.0,428.4
T-0025,2026-W17,3320.5,38.5,86.2,8.6,308.9
T-0005,2026-W17,3484.0,49.2,70.8,2.4,182.3
T-0036,2026-W17,1831.0,62.8,29.2,6.3,478.2
T-0011,2026-W17,1056.7,67.0,15.8,9.0,471.5
T-0002,2026-W17,2965.0,29.8,99.5,2.4,521.2
T-0046,2026-W17,1845.5,29.3,63.0,10.4,362.3
T-0022,2026-W17,1329.4,65.5,20.3,0.6,515.3
T-0045,2026-W17,2649.1,38.0,69.7,10.5,432.1
T-0018,2026-W17,3076.2,59.3,51.9,9.8,158.3
T-0007,2026-W17,2501.8,35.4,70.7,13.7,417.8
T-0010,2026-W17,2523.8,51.0,49.5,14.8,374.4
T-0015,2026-W17,1398.1,46.8,29.9,11.1,204.4
T-0005,2026-W17,2219.5,67.7,32.8,2.1,394.9
T-0009,2026-W17,1452.4,52.9,27.5,7.0,508.5
T-0008,2026-W17,1768.1,68.8,25.7,10.1,104.6
T-0037,2026-W17,1397.6,41.8,33.4,2.3,476.5
T-0019,2026-W17,2964.7,27.5,107.8,14.5,264.1
T-0043,2026-W17,2580.6,61.7,41.8,14.6,241.6
T-0005,2026-W17,1439.5,36.7,39.2,8.5,83.3
T-0004,2026-W17,1359.5,37.5,36.3,1.2,567.1
T-0007,2026-W17,3289.6,38.7,85.0,3.5,63.8
T-0022,2026-W17,849.6,55.7,15.3,12.0,540.7
T-0016,2026-W17,1373.1,55.4,24.8,2.8,375.9
T-0009,2026-W17,3331.6,30.5,109.2,12.7,566.9
T-0032,2026-W17,1041.3,40.1,26.0,12.0,513.1
T-0036,2026-W17,2639.3,27.7,95.3,7.2,544.0
T-0005,2026-W17,646.7,48.4,13.4,3.3,385.4
T-0029,2026-W17,1199.7,21.2,56.6,14.1,409.0
T-0040,2026-W17,672.2,45.8,14.7,14.0,431.3
T-0007,2026-W17,1102.1,58.1,19.0,3.5,123.0
T-0046,2026-W17,2379.5,40.9,58.2,8.7,72.0
T-0003,2026-W17,2785.2,20.1,138.6,9.5,274.3
T-0049,2026-W17,2230.7,51.4,43.4,6.5,369.5
